GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,,,,,
341,1748.34,4260.92,4964.85,466.78,262.94,-85.65,-3880.35,-29358.37,1618.99,17290.31,-5253.17,162.65,-2711.24,-5090.52,-7801.76,,,,,,,,,
351,1826.65,4184.24,4966.78,462.15,273.72,-138.18,-3841.69,-29227.06,1620.09,17273.73,-5381.17,169.83,-2599.57,-5211.34,-7810.91,,,,,,,,,
361,1804.68,4233.47,4984.53,481.28,297.06,-101.41,-3926.26,-29310.54,1639.31,17318.56,-5336.56,163.67,-2579.32,-5172.89,-7752.21,,,,,,,,,
371,1772.61,4178.78,5014.15,465.01,264.8,-141.26,-3891.16,-29233.12,1629.17,17313.21,-5374.7,164.06,-2627.82,-5210.64,-7838.46,,,,,,,,,
381,1827.32,4324.03,5010.91,477.07,289.72,-134.82,-3894.23,-29065.59,1623.53,17195.87,-5470.46,169.96,-2346.19,-5300.49,-7646.68,,,,,,,,,
391,1799.27,4349.48,5008.49,480.25,284.65,-131.12,-3859.15,-29214.91,1616.53,17222.97,-5380.12,166.58,-2443.53,-5213.54,-7657.07,,,,,,,,,
401,1856.04,4189.02,4999.62,482.97,265.83,-81.95,-3888.28,-29091.36,1665.51,17237.23,-5469.63,163.06,-2365.38,-5306.57,-7671.95,,,,,,,,,
411,1899.82,4209.78,4967.36,474.24,266.72,-107.85,-3860.06,-29019.46,1610.7,17237.12,-5530.19,169.83,-2321.63,-5360.36,-7681.99,,,,,,,,,
421,1860.26,4238.57,4974.14,474.43,264.23,-110.34,-3881.88,-28856.16,1619.44,17149.89,-5610.47,167.4,-2267.42,-5443.07,-7710.49,,,,,,,,,
431,1790.11,4210.7,4994.9,483.2,267.66,-110.32,-3909.32,-28766.38,1648.27,17174.07,-5690.2,170.15,-2217.11,-5520.05,-7737.16,,,,,,,,,
441,1897,4270.8,4930.09,490.34,269.62,-97.86,-3870.62,-28891.61,1614.45,17142.97,-5590.24,170.76,-2244.81,-5419.48,-7664.29,,,,,,,,,
451,1845.46,4285.9,4971.18,469.47,273.4,-116.89,-3805.74,-29099.74,1641.85,17226.75,-5516.14,170.2,-2308.36,-5345.94,-7654.31,,,,,,,,,
461,1791.38,4263.65,5020.09,470.83,289.1,-107.05,-3854.91,-28939.24,1603.59,17132.95,-5506.17,171.92,-2329.62,-5334.25,-7663.86,,,,,,,,,
471,1810.05,4230.43,4991.53,486.28,278.11,-139.6,-3856.51,-28964.41,1624.61,17206.76,-5584.23,168.39,-2332.74,-5415.85,-7748.59,,,,,,,,,
481,1808.99,4290.56,4945.33,488.17,252.81,-76.89,-3875.17,-29031.21,1622.39,17272.8,-5560.28,167.09,-2302.21,-5393.18,-7695.4,,,,,,,,,
491,1806.11,4238.96,4969.16,468.69,284.59,-103.37,-3886.47,-29000.09,1647.69,17260.48,-5508.14,164.82,-2314.25,-5343.33,-7657.58,,,,,,,,,
