GENERALIZED BORN:,,,,,,,,,,,,,,,,,,,,
Complex Energy Terms,,,,,,,,,,,,,,,,,,,,
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL,,,,,
1191,1881.2,4433.53,5216.7,515.83,263.29,-199.78,-3872.28,-32057.25,1729.8,22687.88,-6477.31,185.23,598.91,-6292.07,-5693.16,,,,,
1201,1828.08,4403.94,5197.98,513.42,250.58,-197.71,-3901.03,-31919.73,1733.5,22665.8,-6587.8,181.64,574.83,-6406.15,-5831.32,,,,,
1211,1814.22,4481.16,5171.36,509.76,277.33,-193.21,-3952.44,-31797.72,1731.4,22761.62,-6704.62,185.61,803.49,-6519.01,-5715.52,,,,,
1221,1752.95,4441.93,5275.34,512.95,284.78,-208.93,-3876.13,-31977.33,1771.83,22782.28,-6628.33,186.22,759.65,-6442.11,-5682.46,,,,,
1231,1786.59,4436.01,5203.79,517.44,272.35,-197.95,-3893.42,-31826.26,1729.31,22746.71,-6720.34,186.95,774.57,-6533.38,-5758.81,,,,,
1241,1838.35,4448.26,5256.12,520.27,276.33,-215.36,-3849.53,-31912.44,1731.25,22669.35,-6597.68,186.89,762.61,-6410.79,-5648.19,,,,,
1251,1752.39,4427.45,5220.98,509.85,273.39,-193.05,-3898.9,-31796.39,1735.78,22633.05,-6662.36,186.35,664.55,-6476.02,-5811.47,,,,,
1261,1818.14,4376.69,5212.18,501.7,277.49,-189.92,-3846.29,-31944.98,1740.89,22670.22,-6553.65,191.32,616.12,-6362.33,-5746.2,,,,,
1271,1861.75,4369.23,5202.1,505.15,286.39,-188.44,-3865.44,-31881.81,1741.59,22683.6,-6645.9,186.8,714.11,-6459.1,-5744.99,,,,,
1281,1809.1,4418.59,5198.07,515.82,274.28,-208.33,-3889.34,-31932.73,1753.98,22692.22,-6566.5,186.9,631.65,-6379.59,-5747.95,,,,,
1291,1788.74,4434.3,5185.44,500.93,274.21,-209.42,-3907.5,-31753.89,1728.26,22659.55,-6710.21,188.95,700.61,-6521.26,-5820.65,,,,,
1301,1848.01,4465.19,5188.93,514.93,285.84,-207.5,-3854.12,-31749.66,1762.2,22672.82,-6722.08,189.59,926.64,-6532.49,-5605.85,,,,,
1311,1840.84,4367.88,5175.34,503.39,278.67,-210.7,-3869.42,-31895.85,1725.76,22716.01,-6624.51,190.5,631.92,-6434.01,-5802.1,,,,,
1321,1823.89,4455.52,5198.98,515.27,272.98,-190.4,-3887.97,-31748.12,1789.85,22636.02,-6679.72,190.32,866.02,-6489.4,-5623.38,,,,,
1331,1821.47,4478.44,5235.47,514.05,255.66,-223,-3871.11,-31937.2,1750.76,22745.12,-6603.39,187.35,769.65,-6416.04,-5646.39,,,,,
1341,1844.31,4434.6,5242.18,507.78,277.13,-219.58,-3850.95,-31776.94,1717.49,22593.25,-6703.79,189.92,769.27,-6513.87,-5744.6,,,,,
1351,1795.9,4437.9,5191.9,513.11,269.38,-202.34,-3852.1,-31693.31,1765.77,22609.67,-6756.64,189,835.87,-6567.64,-5731.77,,,,,
1361,1844.16,4362.87,5194.95,507.57,273.86,-219.86,-3867.12,-31884.84,1758.48,22646.02,-6584.19,187.09,616.09,-6397.1,-5781.01,,,,,
1371,1827.97,4411.43,5180.31,516.61,261.44,-208.16,-3881.06,-31601.04,1726.75,22495.5,-6755.92,189.28,729.76,-6566.65,-5836.89,,,,,
1381,1778.84,4500.48,5194.32,521.45,255.9,-185.23,-3888.05,-31643.28,1749.69,22538.25,-6709.12,186.09,822.37,-6523.03,-5700.66,,,,,
1391,1793.99,4388.5,5237.14,506.45,286.27,-196.3,-3878.34,-31585.01,1726.97,22581.21,-6802.05,185.08,860.88,-6616.97,-5756.09,,,,,
1401,1873.36,4312.1,5235.78,487.78,286.91,-196.96,-3856.64,-31657.32,1721.15,22696.47,-6844.87,191.44,902.62,-6653.42,-5750.81,,,,,
1411,1827.88,4414.9,5236.08,499.27,251.51,-170.4,-3911.57,-31621.21,1735.21,22641.36,-6789.92,188.07,903.04,-6601.85,-5698.81,,,,,
1421,1793.67,4455.31,5207.6,502.21,255.54,-209.04,-3907,-31596.37,1732.3,22631.63,-6839.32,186.99,865.85,-6652.33,-5786.48,,,,,
1431,1832.03,4431.85,5264.81,513.87,290.39,-179.43,-3887.85,-31768.93,1752.26,22739.15,-6750.06,185.83,988.15,-6564.24,-5576.09,,,,,
1441,1780.07,4413.45,5211.47,521.52,294.58,-210.21,-3888.84,-31637.44,1746.02,22709.8,-6839.6,187.81,940.42,-6651.79,-5711.37,,,,,
1451,1838.68,4441.62,5260.2,501.85,286.48,-225.65,-3950.59,-31564.38,1739.77,22637.15,-6860.79,191.19,965.12,-6669.61,-5704.49,,,,,
1461,1819.96,4526.94,5207.41,510.34,285.33,-187.11,-3890.58,-31560.95,1719.3,22513.45,-6858.69,195,944.09,-6663.68,-5719.59,,,,,
1471,1792.76,4492.6,5249.96,501.96,254.24,-213.5,-3861.7,-31400.54,1713.25,22484.98,-6920.1,192.54,1014.01,-6727.56,-5713.55,,,,,
1481,1793.91,4427.7,5216.82,514.1,278.48,-198.18,-3840.62,-31725.97,1761.85,22643.15,-6773.06,190.44,871.23,-6582.62,-5711.4,,,,,
1491,1760.08,4369.05,5218.92,496.86,288.36,-228.59,-3841.56,-31797.23,1763.27,22645.27,-6701.44,192.34,674.43,-6509.1,-5834.67,,,,,
1501,1887.19,4446.72,5221.51,519.51,273.1,-188.17,-3879.47,-31527.61,1722.54,22500.75,-6824.77,186.72,976.08,-6638.05,-5661.97,,,,,
1511,1823.23,4359.5,5190.58,506.75,259.37,-186.31,-3862.92,-31817.09,1723.05,22728.71,-6683.52,189.9,724.85,-6493.62,-5768.77,,,,,
